initial_position,initial_velocity,mass,time,location
2468,21,70,34,-2493.96
5896,98,894,91,-25845.71
6113,21,927,98,-38984.64
6316,12,214,27,3060.6099999999997
7883,18,331,37,1827.21
4889,35,444,13,4514.21
6811,54,736,63,-9274.79
71,58,967,75,-23197.75
4274,70,711,10,4483.0
2667,28,520,73,-21454.39
5921,57,431,23,4634.610000000001
9229,23,472,58,-5954.240000000002
1007,5,152,27,-2437.3900000000003
3594,52,252,58,-9907.240000000002
9138,77,560,64,-6045.360000000001
1143,82,385,62,-12647.04
9169,82,109,99,-30835.910000000003
803,94,143,82,-24503.840000000004
8570,68,446,82,-18868.840000000004
1425,77,137,10,1704.0
1069,38,711,75,-23699.75
1071,46,449,88,-32904.04
7206,10,131,98,-38969.64
6201,76,158,43,390.40999999999985
4107,40,556,36,-816.3600000000006
9498,24,368,10,9247.0
5354,23,451,19,4018.49
1191,68,980,49,-7265.91
254,20,922,66,-19813.96
4682,94,848,65,-9952.75
8843,82,883,71,-10086.310000000001
2326,39,543,57,-11403.59
4260,16,68,27,1112.6099999999997
2767,17,590,19,1317.49
682,41,728,77,-25272.39
4012,87,516,28,2598.56
6226,78,392,74,-14889.16
2774,98,957,70,-14425.0
1449,6,922,61,-16455.11
4119,43,351,31,733.4899999999998
8243,45,297,92,-29175.239999999998
6200,13,157,19,4674.49
9003,31,526,11,8749.89
5922,35,373,64,-11949.36
2536,7,628,62,-15904.04
7267,68,433,59,-5812.709999999999
9385,88,690,64,-5094.360000000001
2995,25,840,77,-24191.39
2923,21,613,74,-22410.16
6182,94,119,41,1782.289999999999
2618,60,809,43,-3880.59
2396,37,814,63,-14760.79
7306,10,676,24,4717.84
6998,13,435,8,6787.76
6792,37,176,74,-17357.16
616,64,989,41,-5013.710000000001
4323,16,984,10,3992.0
4304,97,343,73,-14780.39
5079,76,487,21,4509.6900000000005
9399,20,638,1,9414.09
7426,47,813,37,2443.21
7021,29,126,61,-9480.11
2248,17,428,99,-44191.91
2849,69,783,62,-11747.04
1946,46,884,69,-18256.510000000002
734,46,138,55,-11588.75
1034,4,493,25,-1934.75
613,67,675,73,-20661.39
916,39,735,83,-29671.989999999998
6021,7,478,71,-18233.31
6094,5,601,67,-15611.990000000002
6799,39,971,87,-26971.79
6299,1,872,18,4726.16
7748,79,259,7,8060.41
7397,57,539,58,-5814.240000000002
7904,45,150,83,-22185.989999999998
2326,61,775,59,-11166.71
1301,6,634,44,-7940.76
8156,74,699,86,-21794.36
4948,35,754,87,-29170.79
1077,93,672,9,1516.29
1150,40,74,80,-27074.0
9164,41,196,8,9177.76
9924,95,366,83,-16015.989999999998
8309,65,505,68,-9974.84
6897,28,210,10,6686.0
6655,24,709,12,6235.96
6269,42,362,7,6322.41
2238,12,981,96,-41860.56
3636,91,915,60,-8580.0
7027,25,610,64,-11484.36
4347,87,31,56,-6178.76
3517,36,860,60,-11999.0
681,37,67,6,726.24
4148,17,780,88,-32379.04
8787,66,268,27,6989.61
3601,15,414,13,2966.21
4933,43,671,19,3977.49
2491,57,260,40,-3085.0
178,91,642,59,-11544.71
8707,92,757,73,-10742.39
4438,41,293,24,2593.84
2880,47,444,17,2260.01
7575,22,262,51,-4073.91
6238,93,667,30,4609.0
7342,69,112,51,-1909.9099999999999
676,79,837,23,-104.38999999999987
9881,96,627,82,-15261.840000000004
1252,73,791,24,175.84000000000015
2994,79,885,31,724.4899999999998
4824,91,210,77,-17280.39
5419,6,708,48,-5605.639999999999
7162,77,233,8,7463.76
1734,2,76,59,-15239.71
8026,23,579,82,-23102.840000000004
6860,76,136,69,-11272.510000000002
6481,8,782,87,-29986.79
1395,98,485,58,-9438.240000000002
5371,7,874,26,2233.8399999999997
4292,97,377,72,-14177.440000000002
6633,54,724,89,-27453.11
4356,37,230,50,-6069.0
2628,80,242,70,-15831.0
847,5,225,47,-9764.19
6366,24,598,67,-14066.990000000002
1246,25,719,7,1180.41
2035,79,841,39,-2352.1100000000006
6685,41,846,28,3983.56
4348,83,152,17,4340.01
6463,53,372,79,-19993.31
1024,6,712,82,-31498.840000000004
3310,11,424,13,2623.21
9332,36,218,53,-2552.1900000000005
8105,16,911,17,6958.01
3680,45,48,40,-2376.0
9543,40,419,24,7674.84
7139,39,702,89,-28282.11
9918,15,11,7,9782.41
9572,89,698,98,-28861.64
8419,12,797,3,8410.81
9422,6,546,28,5740.5599999999995
1821,39,118,33,-2238.99
5404,83,847,37,1753.21
8789,84,236,19,8612.49
5035,48,103,47,-3555.1900000000005
7031,45,903,83,-23058.989999999998
4682,95,507,82,-20542.840000000004
3895,39,51,15,3375.25
2846,45,462,98,-39899.64
8839,43,641,94,-30503.760000000002
5700,10,318,26,2640.8399999999997
3789,50,315,10,3798.0
4774,65,735,18,4353.16
4222,53,570,16,3813.04
4447,55,64,44,-2638.76
2764,37,590,51,-8119.91
6773,31,691,60,-9043.0
8095,39,427,43,693.4099999999999
7375,54,471,88,-25896.04
3393,52,315,34,-514.96
8663,69,201,49,255.09000000000015
5598,54,177,65,-11636.75
2757,32,854,74,-21762.16
2478,9,439,57,-12961.59
5358,20,306,1,5373.09
1443,81,838,9,1774.29
9870,32,688,61,-6448.110000000001
2095,77,309,75,-19748.75
8784,45,203,86,-23660.36
8875,85,726,49,1251.0900000000001
8514,12,55,13,7840.21
3857,29,337,2,3895.36
3623,51,878,4,3748.44
1694,6,90,44,-7547.76
6846,54,326,46,-1059.5599999999995
7368,5,897,9,7015.29
2157,18,767,13,1561.21
5226,53,836,33,1628.0100000000002
4971,93,53,11,5399.89
2443,42,993,79,-24882.31
7827,77,50,4,8056.44
6105,78,57,6,6396.24
2939,33,241,19,1793.49
4124,56,656,23,2814.61
9810,6,106,31,5277.49
6583,84,16,57,-4581.59
9461,35,774,70,-12148.0
321,37,833,96,-41377.56
563,87,174,82,-25317.840000000004
5226,41,879,39,-643.1100000000006
2511,19,872,98,-42782.64
2362,56,851,14,2183.64
9428,33,400,6,9449.24
8421,27,707,54,-4438.560000000001
8219,50,830,35,3954.25
3994,41,928,35,-585.75
5627,84,975,67,-10785.990000000002
2878,44,678,28,260.55999999999995
6712,95,465,99,-32005.910000000003
6492,88,437,23,5918.610000000001
8225,60,962,23,7007.610000000001
7183,49,182,9,7226.29
566,38,178,2,622.36
3654,22,128,93,-36766.590000000004
5850,29,425,24,3717.84
1042,44,746,99,-42724.91
1182,56,16,23,-127.38999999999987
5896,53,574,52,-4624.640000000001
255,34,97,19,-871.51
6404,53,856,36,1948.6399999999994
529,48,927,9,563.29
8471,8,620,43,-263.59000000000015
4139,94,2,80,-19765.0
5067,68,249,39,250.88999999999942
5846,47,504,82,-23314.840000000004
5891,9,374,61,-11830.11
3963,81,594,76,-18241.16
3306,54,82,20,2422.0
760,76,882,3,943.81
4994,40,24,36,70.63999999999942
8524,53,507,61,-6513.110000000001
2897,63,643,67,-14922.990000000002
3225,3,63,87,-33677.79
6201,14,584,97,-38639.19
4861,77,376,14,4976.64
2896,84,805,80,-21808.0
1489,40,276,64,-16062.36
3346,4,385,66,-17777.96
4897,87,599,8,5278.76
2009,92,597,95,-33563.75
5774,38,369,79,-21867.31
4950,90,876,71,-13411.310000000001
2989,39,246,43,-4412.59
8939,64,926,87,-22656.79
1716,54,754,70,-18563.0
9915,18,935,87,-25682.79
7624,14,998,67,-13478.990000000002
9832,88,606,80,-14552.0
3447,27,7,98,-41062.64
9646,6,735,39,2411.8899999999994
9420,37,92,77,-16842.39
7349,4,714,35,1474.25
7717,74,181,20,7233.0
8438,12,655,26,5430.84
2555,36,602,4,2620.44
6041,1,736,65,-14638.75
4116,20,728,41,-3317.710000000001
5435,10,606,28,1865.56
5261,22,472,10,4990.0
2984,5,557,13,2219.21
1805,2,723,19,70.49000000000001
9214,40,121,7,9253.41
7550,99,287,97,-29045.190000000002
7283,86,647,1,7364.09
9133,83,427,10,9472.0
9416,50,643,52,-1260.6400000000012
1909,20,604,89,-35203.11
1150,99,418,67,-14257.990000000002
968,75,204,37,-2978.79
3974,58,72,94,-33958.76
6491,42,324,33,2530.01
3628,6,392,15,2613.25
3574,34,224,70,-18105.0
3336,31,608,2,3378.36
440,22,40,11,87.88999999999999
8988,79,742,74,-12053.16
9684,25,221,25,7240.25
2321,67,988,41,-3185.710000000001
1566,7,245,81,-30081.510000000002
5946,62,456,40,570.0
4443,54,540,19,3696.49
9228,8,121,13,8502.21
8084,70,253,34,4788.04
7636,85,158,76,-14264.16
2149,29,668,68,-18582.84
9937,75,267,11,10167.89
168,20,630,88,-36095.04
6329,16,192,52,-6115.640000000001
3852,74,623,82,-23094.840000000004
7361,76,378,70,-11378.0
3119,79,84,22,2480.56
218,94,869,79,-22999.31
5629,8,174,92,-35193.24
7868,14,469,10,7517.0
2076,90,458,52,-6520.640000000001
2074,65,399,31,-629.5100000000002
9126,65,637,38,4505.96
3108,33,660,27,419.6099999999997
6232,67,848,33,3096.01
1714,19,431,3,1726.81
7360,39,891,97,-35055.19
6514,69,960,72,-13971.440000000002
9557,40,85,50,-718.0
776,86,25,77,-21713.39
5979,89,821,86,-22681.36
1923,85,710,58,-9664.240000000002
2268,51,734,97,-38983.19
1721,73,301,29,-291.3100000000004
9033,46,63,98,-33614.64
6641,47,677,57,-6632.59
1504,40,447,62,-14890.04
4693,41,515,3,4771.81
5707,28,842,72,-17730.440000000002
2514,36,362,31,-1088.5100000000002
9088,52,65,96,-31170.559999999998
5444,13,86,18,4087.16
7912,59,655,1,7966.09
483,82,123,29,-1268.3100000000004
629,72,326,75,-21589.75
3644,14,256,98,-42139.64
2640,55,899,9,2737.29
2715,65,853,54,-8092.560000000001
5818,75,730,36,2154.6399999999994
4769,67,723,40,-407.0
4882,79,481,20,4498.0
9466,73,927,88,-22133.04
6439,85,923,83,-20330.989999999998
5794,35,850,99,-38863.91
2412,9,778,51,-9899.91
6649,83,284,64,-8150.360000000001
5739,82,54,2,5883.36
215,92,277,48,-6681.639999999999
9931,18,531,88,-26508.04
9369,26,295,43,1408.4099999999999
1000,58,298,19,329.49
9538,58,243,12,9526.96
1835,38,294,27,-718.3900000000003
6933,38,508,31,3392.49
6306,19,785,35,956.25
6701,51,57,57,-6344.59
1556,1,313,31,-3131.51
5934,64,803,91,-28901.71
9312,15,50,31,5058.49
7959,79,798,69,-9966.510000000002
1297,79,672,80,-23807.0
3435,37,923,66,-15510.96
4696,43,291,68,-15083.84
8454,52,365,66,-9501.96
3938,12,301,56,-10787.76
3322,97,339,99,-35197.91
1250,86,755,30,-589.0
9896,35,225,46,1116.4400000000005
8671,79,946,6,8968.24
1927,69,958,26,401.8399999999997
485,45,551,5,587.25
2071,81,400,4,2316.44
6874,82,690,10,7203.0
9309,63,929,34,5775.04
8932,32,601,1,8959.09
5401,14,369,51,-6655.91
3285,63,588,2,3391.36
6535,31,558,21,5020.6900000000005
1315,63,467,30,-1214.0
4481,27,858,66,-15124.96
8813,38,152,55,-3949.75
267,21,279,29,-3253.3100000000004
8030,52,75,52,-2542.6400000000012
5644,12,620,74,-20355.16
4016,8,147,47,-6454.1900000000005
7418,65,943,99,-34269.91
6953,34,922,83,-24049.989999999998
5129,1,640,9,4740.29
694,43,880,43,-6535.59
1212,82,984,66,-14763.96
3772,71,938,61,-10167.11
4036,50,724,10,4045.0
3174,79,209,25,2080.25
2225,38,521,9,2169.29
4725,11,498,8,4498.76
6896,78,554,11,7159.89
3760,91,895,78,-19014.440000000002
7725,35,962,61,-8410.11
6851,75,98,75,-15142.75
8359,74,632,74,-13052.16
5083,4,662,5,4980.25
3053,68,697,87,-28194.79
7545,82,807,56,-3260.76
8235,9,695,20,6451.0
7353,52,157,94,-31143.760000000002
2205,3,846,77,-26675.39
5184,35,712,57,-8773.59
1141,53,111,97,-39916.19
331,86,406,66,-15380.96
1482,77,774,55,-9135.75
4836,19,861,22,2877.56
1393,3,386,82,-31375.840000000004
7078,45,247,53,-4329.1900000000005
1812,65,903,66,-15285.96
1320,99,407,45,-4167.75
4028,16,678,85,-30086.75
6389,79,826,89,-25472.11
5882,29,240,41,-1182.710000000001
4539,64,308,24,3246.84
3497,10,921,11,3012.89
265,27,646,60,-15791.0
9043,1,302,4,8968.44
4557,12,284,33,-393.9899999999998
6422,64,433,86,-24388.36
6154,45,644,60,-8822.0
266,63,977,98,-40715.64
8961,80,476,66,-7146.959999999999
6353,6,952,87,-30288.79
7646,15,49,88,-29057.04
142,94,66,25,-576.75
3175,41,124,73,-19997.39
1893,94,346,45,-3819.75
1317,40,783,11,1162.8899999999999
7868,32,48,20,6544.0
6368,74,892,86,-23582.36
2213,95,730,14,2580.64
6955,30,543,65,-11839.75
2514,14,622,3,2511.81
5481,85,144,59,-6595.709999999999
7234,98,490,36,4398.639999999999
7259,42,805,80,-20805.0
9606,46,838,94,-29454.760000000002
1011,61,307,66,-16350.96
6592,5,697,40,-1064.0
9643,3,30,52,-3477.6400000000012
6441,41,49,68,-13474.84
3856,49,296,6,3973.24
5405,80,51,75,-16213.75
9689,17,717,59,-6399.709999999999
7397,48,285,77,-18018.39
8806,75,510,26,7436.84
3081,43,603,53,-8432.19
3493,80,440,53,-6059.1900000000005
5144,47,94,37,161.21000000000004
487,30,628,8,412.76
2305,94,623,89,-28221.11
1917,80,252,50,-6358.0
3503,35,449,60,-12073.0
5793,44,836,71,-15834.310000000001
3181,38,365,4,3254.44
3347,82,617,75,-18121.75
7364,3,714,73,-18582.39
5346,32,448,72,-17803.440000000002
5621,86,665,67,-10657.990000000002
5067,38,74,23,3343.61
5932,88,227,69,-11372.510000000002
6415,43,963,62,-9793.04
2811,46,24,89,-31987.11
3319,21,9,3,3337.81
8429,36,347,86,-24789.36
4468,45,895,9,4475.29
414,31,326,53,-11735.19
3115,96,904,23,2725.61
4283,74,653,44,-1966.7600000000002
5919,26,914,55,-7503.75
8941,30,942,20,7577.0
2109,20,783,20,545.0
4628,73,647,13,4747.21
8983,52,111,37,4185.21
704,87,305,26,-353.1600000000003
5380,26,147,14,4781.64
8228,56,277,51,-1686.9099999999999
9187,99,985,49,2249.09
7765,24,779,10,7514.0
126,96,108,19,177.49
4593,67,834,56,-7052.76
9117,21,361,81,-21396.510000000002
7513,88,930,95,-28439.75
8258,44,758,8,8295.76
9494,64,934,38,4835.96
5139,36,384,75,-19779.75
4379,60,878,16,4082.04
6509,68,919,75,-16009.75
7244,46,269,28,4682.5599999999995
4452,2,426,43,-4540.59
4346,85,2,89,-26981.11
9255,23,585,36,3719.6399999999994
1422,63,395,2,1528.36
7013,90,206,42,2131.76
6416,38,613,96,-35186.56
9098,54,825,15,8803.25
2550,96,219,54,-6583.560000000001
1668,82,915,16,1723.04
8316,60,648,54,-2761.5600000000013
5942,72,618,23,5000.610000000001
1785,58,994,14,1634.6399999999999
1872,31,768,15,1232.25
5556,18,475,60,-11040.0
7243,91,415,33,4899.01
388,78,454,2,524.36
6435,12,551,3,6426.81
8290,43,253,43,1060.4099999999999
6098,56,40,76,-18006.16
9446,78,747,43,3721.41
9969,4,309,2,9957.36
1687,67,774,94,-35399.76
9191,86,402,55,-931.75
3650,85,277,82,-22394.840000000004
5594,2,917,26,2326.8399999999997
7595,99,305,66,-7258.959999999999
2563,70,121,64,-13068.36
5756,92,912,86,-22646.36
9954,95,477,23,9541.61
1777,82,394,16,1832.04
1897,60,544,49,-6951.91
575,33,426,46,-8296.56
1957,55,285,23,624.6100000000001
3982,12,788,69,-18566.510000000002
8687,30,905,90,-28384.0
6917,20,524,11,6542.89
6754,62,839,58,-6167.240000000002
905,86,186,9,1281.29
1528,32,502,26,-959.1600000000003
1636,92,790,84,-25280.96
9129,76,877,78,-14815.440000000002
4601,51,837,48,-4263.639999999999
2383,85,291,11,2723.89
7880,73,861,49,-331.90999999999985
1738,33,142,54,-10797.560000000001
6749,81,800,3,6947.81
3288,79,708,3,3480.81
5418,62,607,35,1573.25
3753,44,233,7,3820.41
885,45,71,74,-22672.16
1970,5,867,13,1205.21
399,43,980,70,-20650.0
1376,92,975,79,-21999.31
3541,86,478,2,3693.36
2542,23,279,19,1206.49
5922,17,985,33,1136.0100000000002
4499,16,48,66,-15832.96
8189,98,977,1,8282.09
9961,48,17,28,7455.5599999999995
8670,14,813,65,-11164.75
3174,23,523,28,-31.440000000000055
4270,38,629,68,-15849.84
9371,91,457,96,-27143.559999999998
233,31,334,37,-5341.79
4085,74,603,61,-9671.11
5365,2,765,16,4140.04
9035,98,966,69,-7579.510000000002
9651,99,489,68,-6320.84
5943,4,410,29,1929.6899999999996
6660,25,875,42,-951.2399999999998
7439,34,88,63,-9906.79
6174,16,127,2,6186.36
875,33,568,42,-6400.24
9578,15,753,6,9491.24
4844,96,257,60,-7072.0
6973,36,103,15,6408.25
5450,24,402,37,-383.78999999999996
6825,88,548,91,-25826.71
4657,56,58,82,-23765.840000000004
7323,67,567,21,6564.6900000000005
9299,37,273,98,-34230.64
9857,96,398,22,9592.56
6318,34,373,30,2919.0
8153,56,739,14,7974.64
440,6,22,18,-1042.8400000000001
5348,8,253,95,-38204.75
1422,56,790,82,-27000.840000000004
7209,3,98,39,-142.11000000000058
30,88,353,59,-11869.71
5697,21,455,32,1341.1599999999999
7891,87,706,83,-18712.989999999998
9946,36,502,7,9957.41
4124,76,647,4,4349.44
5413,81,363,66,-10628.96
8916,84,675,69,-8664.510000000002
8215,32,875,59,-6988.709999999999
7264,67,62,3,7420.81
9679,35,163,72,-13254.440000000002
5650,22,295,69,-16208.510000000002
7772,37,593,29,4715.69
8245,56,506,47,30.80999999999949
5770,41,937,99,-38293.91
5770,96,267,50,-1705.0
6228,76,544,61,-7406.110000000001
5802,13,138,32,1190.1599999999999
2898,69,279,57,-9121.59
9229,8,53,5,9146.25
4921,69,231,58,-7594.240000000002
9645,80,948,58,-2232.2400000000016
3263,86,846,45,-2809.75
5359,65,732,77,-18747.39
5377,29,730,69,-15998.510000000002
3086,31,569,63,-14448.79
4128,30,381,55,-9074.75
6133,22,709,17,5088.01
3156,22,74,98,-41843.64
5597,22,161,31,1560.4899999999998
3991,82,124,57,-7287.59
2889,71,695,38,-1503.04
5775,34,947,60,-9861.0
8699,8,29,99,-38631.91
8921,95,166,80,-14903.0
8898,87,222,90,-23043.0
9171,10,467,43,522.4099999999999
9495,46,110,22,8130.5599999999995
508,6,156,99,-47020.91
5736,84,647,32,3396.16
1306,2,675,27,-2219.3900000000003
839,76,340,11,1080.8899999999999
6965,84,97,12,7265.96
8032,25,282,96,-34818.56
7663,51,369,23,6238.610000000001
1267,81,378,20,923.0
2384,73,371,33,-553.9899999999998
2579,44,875,58,-11386.240000000002
7658,64,742,16,7425.04
8676,98,336,43,3811.41
2759,34,836,51,-8277.91
7562,19,80,94,-34036.76
925,27,144,31,-2956.51
9489,33,887,49,-682.9099999999999
4548,74,257,58,-7677.240000000002
7705,36,939,66,-11306.96
5241,92,303,9,5671.29
7275,92,29,48,378.3600000000006
1813,89,791,11,2197.89
2166,49,725,65,-15393.75
4467,7,725,17,3167.01
8465,22,778,71,-14724.310000000001
8789,90,70,80,-15435.0
694,62,524,61,-13794.11
550,9,156,64,-18985.36
7699,3,609,12,7027.96
2696,15,831,1,2706.09
4022,20,266,99,-42120.91
6751,30,783,81,-23033.510000000002
9181,6,96,16,8020.04
572,34,674,6,599.24
5961,24,70,48,-4199.639999999999
9819,14,563,79,-19718.31
2051,74,980,16,1978.04
1234,51,588,15,894.25
9109,73,578,64,-6330.360000000001
827,70,293,38,-3603.04
8823,57,792,75,-14520.75
6700,36,878,5,6757.25
6467,53,577,84,-23725.96
2697,78,758,51,-6095.91
3499,63,413,4,3672.44
2261,24,302,63,-15714.79
3256,27,226,39,-3159.1100000000006
2215,42,140,30,-944.0
2289,8,526,51,-10073.91
175,72,435,93,-35595.590000000004
2357,83,200,24,1520.8400000000001
9402,12,270,64,-9941.36
6987,75,997,96,-31063.559999999998
5887,11,306,28,2345.56
7716,47,314,52,-3116.6400000000012
7149,8,772,90,-31902.0
8575,55,124,88,-24608.04
8319,30,336,44,133.23999999999978
198,58,831,38,-4688.04
3577,64,304,2,3685.36
8902,5,11,47,-1709.1900000000005
3078,14,728,90,-35433.0
7481,51,244,68,-11754.84
800,41,801,8,813.76
3652,14,322,42,-4421.24
4792,89,142,41,187.28999999999905
4535,44,723,52,-6453.640000000001
1440,31,486,81,-28263.510000000002
2311,22,255,10,2040.0
3291,41,534,60,-11925.0
1275,32,635,66,-18000.96
2138,82,513,14,2323.64
2791,42,547,43,-4481.59
7442,1,778,57,-8453.59
9513,97,536,42,4925.76
8842,96,20,92,-23884.239999999998
8456,24,907,26,5760.84
2692,3,801,15,1632.25
3224,44,28,37,-1869.79
7509,34,700,35,2684.25
1766,29,740,74,-22975.16
8239,76,780,18,8016.16
5101,60,814,5,5278.25
4754,14,505,60,-12082.0
498,91,721,28,-803.44
6726,9,679,52,-6082.640000000001
9405,58,425,41,3529.289999999999
3436,78,542,66,-12803.96
3488,74,294,19,3121.49
7979,93,387,44,2565.24
1922,13,517,75,-24721.75
473,10,109,1,478.09
8607,27,181,41,1460.289999999999
7427,94,192,1,7516.09
3256,10,284,19,1673.49
3780,35,882,45,-4587.75
5651,65,533,11,5771.89
7641,37,719,79,-20079.31
4551,85,365,25,3607.25
9213,39,558,42,2189.76
7210,66,637,24,5965.84
3485,28,60,30,-94.0
991,6,15,97,-44625.19
2914,65,588,20,2250.0
8262,59,408,66,-9231.96
7944,12,601,1,7951.09
8813,44,26,37,3719.21
1715,66,154,49,-6839.91
9290,53,949,16,8881.04
5005,54,989,62,-10521.04
5885,79,278,29,4046.6899999999996
1383,93,872,76,-19909.16
1447,8,48,57,-14049.59
5838,96,926,48,-866.6399999999994
376,92,464,91,-31911.71
5659,91,527,95,-30008.75
8825,54,183,34,4985.04
7005,8,516,57,-8491.59
3805,96,246,49,-3279.91
5539,64,201,28,3481.56
4867,3,205,53,-8766.19
3204,90,604,49,-4174.91
4419,76,499,87,-26132.79
4368,66,978,31,1695.4899999999998
1237,66,579,87,-30184.79
7609,94,701,64,-6486.360000000001
5607,23,799,38,-609.04
8169,30,237,17,7260.01
3313,43,202,51,-7264.91
4041,4,102,47,-6617.1900000000005
7929,28,376,81,-22017.510000000002
5419,24,31,36,-80.36000000000058
3367,67,787,98,-37222.64
7265,61,739,95,-31252.75
7986,19,328,90,-30075.0
435,81,963,78,-23119.440000000002
1748,59,334,45,-5539.75
2645,20,659,88,-33618.04
5310,29,223,80,-23794.0
